,Corporeality,Sliminess,Intellect,Hostility,Grotesqueness,Exorcist Hired,Cost of Exorcism (sp)
26631,86,35,82,75,73,Entity Eliminators,7461
26632,62,76,57,75,52,Entity Eliminators,4191
26633,52,86,81,83,91,Entity Eliminators,7295
26634,25,32,8,7,36,Mundanifying Mystics,3270
26635,17,22,32,10,22,Demon Destroyers,1686
26636,39,47,20,15,18,Spectre Slayers,2073
26637,79,81,76,77,50,Mundanifying Mystics,3245
26638,59,75,85,83,69,Demon Destroyers,5584
26639,81,76,41,65,87,Mundanifying Mystics,2862
26640,64,49,46,82,73,Mundanifying Mystics,3333
26641,39,45,31,31,42,Demon Destroyers,2654
26642,46,64,91,73,58,Demon Destroyers,2658
26643,33,42,49,40,35,Wraith Wranglers,2599
26644,83,61,58,46,54,Demon Destroyers,4154
26645,16,22,17,10,34,Phantom Pummelers,1403
26646,66,39,73,49,65,Demon Destroyers,4144
26647,28,18,21,22,31,Demon Destroyers,2953
26648,25,12,18,26,13,Demon Destroyers,1851
26649,33,15,36,53,70,Demon Destroyers,4924
26650,51,23,13,15,22,Spectre Slayers,1628
26651,22,63,34,80,79,Spectre Slayers,2519
26652,10,13,15,34,22,Demon Destroyers,1964
26653,29,10,21,50,21,Wraith Wranglers,4157
26654,43,25,14,35,34,Phantom Pummelers,2615
26655,24,20,21,24,40,Demon Destroyers,3645
26656,28,22,20,11,37,Phantom Pummelers,1767
26657,51,20,68,42,32,Spectre Slayers,5433
26658,39,37,11,67,18,Entity Eliminators,1240
26659,65,77,90,64,58,Mundanifying Mystics,2094
26660,50,28,59,54,47,Mundanifying Mystics,3384
26661,41,19,16,48,25,Wraith Wranglers,3284
26662,25,13,25,66,33,Mundanifying Mystics,3138
26663,30,18,21,24,25,Mundanifying Mystics,4498
26664,51,67,82,43,20,Mundanifying Mystics,3582
26665,55,44,66,74,68,Demon Destroyers,4950
26666,58,53,60,73,72,Phantom Pummelers,3598
26667,36,47,74,18,39,Spectre Slayers,4354
26668,73,50,83,63,74,Demon Destroyers,4798
26669,43,66,35,57,16,Entity Eliminators,4670
26670,38,17,24,82,41,Spectre Slayers,1946
26671,41,57,4,70,21,Demon Destroyers,2321
26672,27,45,9,17,37,Wraith Wranglers,1535
26673,24,63,34,25,12,Demon Destroyers,991
26674,62,75,72,63,73,Mundanifying Mystics,3333
26675,52,57,75,63,62,Demon Destroyers,3353
26676,39,24,20,43,57,Demon Destroyers,3852
26677,80,77,81,67,59,Demon Destroyers,4021
26678,46,48,77,45,45,Wraith Wranglers,3491
26679,36,24,66,42,38,Mundanifying Mystics,4111
26680,23,40,33,16,13,Mundanifying Mystics,1974
26681,26,27,35,33,33,Entity Eliminators,1959
26682,42,54,44,41,67,Wraith Wranglers,3853
26683,63,69,75,40,72,Entity Eliminators,3564
26684,44,15,33,13,20,Demon Destroyers,1796
26685,60,69,37,67,63,Spectre Slayers,3647
26686,72,30,13,91,37,Mundanifying Mystics,2066
26687,16,18,19,17,16,Entity Eliminators,1472
26688,21,44,14,47,26,Spectre Slayers,1873
26689,70,66,83,76,67,Spectre Slayers,5315
26690,25,21,32,24,11,Entity Eliminators,2248
26691,20,53,76,58,68,Demon Destroyers,3393
26692,21,36,44,48,23,Wraith Wranglers,3162
26693,26,8,11,14,47,Entity Eliminators,655
26694,55,73,67,68,58,Demon Destroyers,4494
26695,68,79,77,86,40,Entity Eliminators,7048
26696,31,55,41,68,75,Wraith Wranglers,4361
26697,58,60,65,71,59,Phantom Pummelers,3295
26698,20,22,3,51,44,Demon Destroyers,3200
26699,74,66,72,85,79,Phantom Pummelers,4546
26700,44,61,84,95,54,Mundanifying Mystics,2299
26701,27,15,13,24,22,Wraith Wranglers,1415
26702,75,69,68,71,74,Wraith Wranglers,5829
26703,30,41,40,56,27,Demon Destroyers,2811
26704,33,19,76,15,40,Demon Destroyers,2291
26705,21,37,32,24,59,Phantom Pummelers,3199
26706,77,55,8,19,51,Demon Destroyers,3651
26707,22,18,22,34,43,Entity Eliminators,2149
26708,24,25,28,23,20,Spectre Slayers,2265
26709,55,51,84,92,43,Mundanifying Mystics,3868
26710,92,71,63,30,28,Phantom Pummelers,3059
26711,39,28,24,21,27,Spectre Slayers,2263
26712,50,24,24,75,66,Demon Destroyers,3884
26713,31,37,11,14,47,Entity Eliminators,1844
26714,69,51,39,61,61,Demon Destroyers,5658
26715,47,63,50,81,33,Wraith Wranglers,7509
26716,9,8,46,27,37,Wraith Wranglers,2888
26717,34,16,71,35,23,Demon Destroyers,1473
26718,32,17,19,27,46,Entity Eliminators,1762
26719,58,37,80,26,30,Demon Destroyers,1968
26720,75,59,64,76,90,Mundanifying Mystics,3410
26721,53,22,8,24,23,Entity Eliminators,1639
26722,20,11,35,12,32,Mundanifying Mystics,3163
26723,87,62,89,70,50,Phantom Pummelers,4022
26724,68,72,67,51,53,Mundanifying Mystics,3669
26725,26,11,52,43,17,Mundanifying Mystics,1632
26726,14,44,12,6,12,Spectre Slayers,1759
26727,66,73,68,73,79,Mundanifying Mystics,3247
26728,26,15,10,17,18,Phantom Pummelers,1282
26729,40,55,24,41,16,Spectre Slayers,2770
26730,50,48,50,74,62,Entity Eliminators,2814
26731,25,14,21,31,46,Mundanifying Mystics,2399
26732,44,34,23,47,29,Demon Destroyers,2528
26733,61,20,39,70,24,Mundanifying Mystics,2817
26734,49,60,88,77,69,Phantom Pummelers,4248
26735,85,80,66,54,57,Wraith Wranglers,4297
26736,75,56,52,84,52,Phantom Pummelers,3537
26737,75,84,87,73,80,Entity Eliminators,2936
26738,76,92,83,55,66,Mundanifying Mystics,2715
26739,72,69,53,89,56,Mundanifying Mystics,2105
26740,21,17,64,14,15,Demon Destroyers,1497
26741,52,77,75,83,81,Mundanifying Mystics,2621
26742,31,35,48,34,25,Demon Destroyers,1473
26743,70,69,62,39,81,Phantom Pummelers,5498
26744,49,64,29,21,19,Demon Destroyers,1595
26745,62,77,81,46,43,Spectre Slayers,6718
26746,32,24,14,15,28,Phantom Pummelers,2638
26747,41,14,74,53,32,Entity Eliminators,1362
26748,71,77,27,25,72,Entity Eliminators,3617
26749,66,49,78,91,39,Demon Destroyers,2964
26750,41,31,17,42,43,Wraith Wranglers,1952
26751,53,50,84,77,79,Entity Eliminators,5494
26752,74,82,55,76,50,Entity Eliminators,5861
26753,34,14,55,16,40,Phantom Pummelers,1603
26754,53,14,22,36,25,Entity Eliminators,2293
26755,43,12,20,42,22,Phantom Pummelers,1938
26756,67,81,90,70,32,Demon Destroyers,1675
26757,14,9,17,20,15,Mundanifying Mystics,3282
26758,62,30,4,13,22,Mundanifying Mystics,3679
26759,28,14,13,19,20,Mundanifying Mystics,4064
26760,32,25,13,11,10,Mundanifying Mystics,3380
26761,28,18,41,23,51,Entity Eliminators,1882
26762,53,52,81,89,37,Wraith Wranglers,5895
26763,21,55,26,23,26,Entity Eliminators,3255
26764,72,57,82,41,74,Spectre Slayers,4526
26765,51,23,27,29,33,Mundanifying Mystics,3714
26766,25,9,15,14,17,Mundanifying Mystics,3050
26767,36,43,9,20,16,Phantom Pummelers,2258
26768,61,57,68,78,49,Wraith Wranglers,6338
26769,72,75,82,54,67,Spectre Slayers,4984
26770,34,49,31,43,45,Demon Destroyers,3242
26771,73,50,31,11,41,Demon Destroyers,2642
26772,72,78,53,55,37,Wraith Wranglers,4095
26773,51,70,59,90,78,Wraith Wranglers,6519
26774,63,38,66,89,37,Demon Destroyers,3132
26775,58,59,60,90,62,Spectre Slayers,5771
26776,35,22,31,13,14,Phantom Pummelers,1439
26777,69,67,28,52,77,Mundanifying Mystics,4256
26778,68,64,57,88,75,Phantom Pummelers,3436
26779,75,67,18,68,49,Demon Destroyers,3156
26780,44,33,10,62,42,Phantom Pummelers,3458
26781,39,24,15,42,17,Entity Eliminators,2822
26782,37,42,8,11,30,Demon Destroyers,1768
26783,78,62,25,66,51,Demon Destroyers,4191
26784,33,53,16,24,50,Spectre Slayers,1510
26785,43,55,14,19,18,Demon Destroyers,1869
26786,66,69,62,50,79,Phantom Pummelers,5473
26787,52,24,68,69,74,Entity Eliminators,2980
26788,41,25,37,23,19,Wraith Wranglers,1159
26789,30,24,32,37,21,Wraith Wranglers,1834
26790,64,54,9,7,26,Spectre Slayers,1960
26791,60,64,27,59,74,Mundanifying Mystics,2964
26792,85,64,58,72,76,Entity Eliminators,4373
26793,84,77,56,44,76,Mundanifying Mystics,3495
26794,42,25,28,19,18,Phantom Pummelers,2390
26795,70,60,80,74,76,Phantom Pummelers,2861
26796,14,30,13,37,41,Entity Eliminators,1325
26797,83,87,79,78,60,Demon Destroyers,4254
26798,24,18,48,19,18,Phantom Pummelers,1844
26799,35,63,48,51,60,Demon Destroyers,5362
26800,87,54,32,92,24,Demon Destroyers,2556
26801,16,23,46,66,43,Mundanifying Mystics,2984
26802,66,63,68,81,60,Wraith Wranglers,4334
26803,70,58,92,70,82,Entity Eliminators,4928
26804,72,77,66,88,85,Mundanifying Mystics,2481
26805,47,69,93,91,55,Wraith Wranglers,4349
26806,72,78,78,87,47,Phantom Pummelers,4884
26807,28,36,74,15,25,Mundanifying Mystics,2635
26808,37,24,40,21,31,Spectre Slayers,3310
26809,34,54,9,18,24,Wraith Wranglers,1943
26810,33,38,7,22,21,Phantom Pummelers,2350
26811,61,35,69,78,72,Entity Eliminators,2658
26812,34,27,39,48,34,Mundanifying Mystics,2700
26813,26,14,29,12,35,Entity Eliminators,1164
26814,37,16,24,12,51,Phantom Pummelers,2094
26815,29,31,9,15,15,Phantom Pummelers,2856
26816,63,71,60,82,49,Mundanifying Mystics,2892
26817,76,82,73,94,62,Spectre Slayers,4747
26818,36,26,19,14,39,Mundanifying Mystics,3275
26819,20,10,3,32,31,Mundanifying Mystics,4266
26820,13,30,35,29,50,Mundanifying Mystics,3575
26821,20,68,45,78,45,Entity Eliminators,4752
26822,44,18,63,72,60,Demon Destroyers,2327
26823,62,80,72,71,60,Mundanifying Mystics,1726
26824,75,83,50,57,80,Wraith Wranglers,4317
26825,39,19,11,10,13,Entity Eliminators,2306
26826,43,50,84,39,67,Entity Eliminators,4333
26827,77,73,67,73,65,Mundanifying Mystics,2647
26828,74,70,79,50,47,Mundanifying Mystics,3263
26829,34,36,42,14,27,Demon Destroyers,911
26830,56,78,84,83,69,Phantom Pummelers,5225
26831,27,28,28,74,36,Demon Destroyers,2948
26832,20,15,14,55,21,Mundanifying Mystics,2754
26833,78,59,50,69,53,Demon Destroyers,3099
26834,60,58,36,82,17,Mundanifying Mystics,3499
26835,60,29,27,11,23,Mundanifying Mystics,3742
26836,58,23,27,44,77,Entity Eliminators,2307
26837,45,21,67,13,26,Spectre Slayers,4217
26838,28,49,27,13,24,Entity Eliminators,1340
26839,33,11,21,13,18,Mundanifying Mystics,2966
26840,24,20,14,25,45,Wraith Wranglers,1962
26841,9,20,43,28,30,Mundanifying Mystics,3286
26842,53,47,54,86,80,Entity Eliminators,5141
26843,35,20,9,34,15,Spectre Slayers,1490
26844,31,25,30,41,39,Wraith Wranglers,2459
26845,60,59,45,56,68,Spectre Slayers,3820
26846,48,41,16,45,23,Wraith Wranglers,3975
26847,41,31,38,28,30,Demon Destroyers,1607
26848,53,19,20,26,20,Wraith Wranglers,1629
26849,27,16,10,41,27,Spectre Slayers,772
26850,21,30,6,13,14,Spectre Slayers,1177
26851,38,46,58,89,70,Mundanifying Mystics,1570
26852,33,21,57,63,37,Demon Destroyers,3605
26853,69,59,74,84,44,Entity Eliminators,5420
26854,47,25,11,46,42,Mundanifying Mystics,2576
26855,65,73,80,60,75,Wraith Wranglers,5739
26856,61,54,59,67,76,Entity Eliminators,3421
26857,34,17,56,10,9,Mundanifying Mystics,2158
26858,88,67,48,54,82,Wraith Wranglers,5174
26859,71,83,62,55,39,Wraith Wranglers,4825
26860,69,75,48,81,64,Mundanifying Mystics,2883
26861,66,62,62,74,62,Phantom Pummelers,4457
26862,24,74,66,21,41,Entity Eliminators,3484
26863,58,48,59,59,71,Demon Destroyers,3837
26864,33,12,9,20,22,Mundanifying Mystics,4256
26865,25,30,13,23,20,Phantom Pummelers,1740
26866,24,20,9,30,58,Mundanifying Mystics,2080
26867,88,57,71,89,81,Phantom Pummelers,2840
26868,69,37,22,30,27,Entity Eliminators,2726
26869,48,17,16,43,50,Entity Eliminators,1484
26870,49,52,85,40,43,Demon Destroyers,2476
26871,64,85,65,82,69,Wraith Wranglers,4292
26872,58,26,24,23,18,Demon Destroyers,1485
26873,81,59,67,76,38,Mundanifying Mystics,3311
26874,21,26,37,50,17,Mundanifying Mystics,2525
26875,26,38,15,30,32,Entity Eliminators,3564
26876,32,37,53,31,28,Entity Eliminators,3860
26877,58,56,46,7,55,Wraith Wranglers,2738
26878,53,29,33,35,17,Wraith Wranglers,2744
26879,38,37,42,35,21,Wraith Wranglers,3130
26880,72,73,52,84,69,Entity Eliminators,3632
26881,79,47,40,87,78,Spectre Slayers,3665
26882,49,21,32,41,21,Mundanifying Mystics,2661
26883,51,35,70,19,16,Phantom Pummelers,3157
26884,80,58,52,56,70,Demon Destroyers,4125
26885,28,17,30,15,20,Entity Eliminators,1204
26886,89,88,76,45,57,Entity Eliminators,4394
26887,28,29,20,25,52,Demon Destroyers,3401
26888,23,47,10,36,27,Demon Destroyers,1973
26889,43,24,14,28,17,Phantom Pummelers,2116
26890,46,24,12,14,23,Wraith Wranglers,2320
26891,60,73,82,89,66,Demon Destroyers,4501
26892,44,21,11,29,24,Wraith Wranglers,3016
26893,65,75,61,79,82,Mundanifying Mystics,2361
26894,53,82,40,86,59,Mundanifying Mystics,3450
26895,63,70,61,95,55,Spectre Slayers,4221
26896,11,32,37,16,7,Demon Destroyers,1015
26897,40,65,73,88,70,Phantom Pummelers,2969
26898,38,20,3,12,36,Wraith Wranglers,1470
26899,48,52,24,37,42,Wraith Wranglers,2375
26900,34,42,8,52,34,Wraith Wranglers,2894
26901,62,61,40,86,61,Mundanifying Mystics,1816
26902,31,41,14,31,31,Demon Destroyers,2281
26903,72,55,29,86,65,Spectre Slayers,1336
26904,22,29,28,22,56,Phantom Pummelers,2411
26905,68,82,77,77,75,Entity Eliminators,5593
26906,81,49,41,95,73,Wraith Wranglers,5033
26907,41,59,22,28,28,Entity Eliminators,2208
26908,47,74,67,77,74,Spectre Slayers,5512
26909,62,76,87,81,68,Demon Destroyers,3174
26910,58,76,74,44,48,Spectre Slayers,3645
26911,67,77,79,76,77,Phantom Pummelers,4587
26912,33,55,87,79,47,Entity Eliminators,3226
26913,81,64,51,87,76,Demon Destroyers,5888
26914,16,38,23,43,44,Entity Eliminators,2911
26915,75,56,96,68,49,Wraith Wranglers,4997
26916,16,21,5,23,13,Mundanifying Mystics,4265
26917,65,30,23,16,62,Wraith Wranglers,3222
26918,62,58,87,75,73,Demon Destroyers,6377
26919,75,75,88,67,54,Phantom Pummelers,4945
26920,30,22,18,66,19,Demon Destroyers,1374
26921,45,37,56,52,67,Demon Destroyers,4774
26922,50,41,5,34,25,Phantom Pummelers,2341
26923,34,10,46,15,20,Entity Eliminators,2229
26924,30,19,22,18,40,Spectre Slayers,1878
26925,30,26,15,11,18,Mundanifying Mystics,2811
26926,41,32,43,91,66,Spectre Slayers,3610
26927,33,33,23,24,34,Demon Destroyers,2458
26928,75,32,24,54,61,Demon Destroyers,4318
26929,42,59,75,15,57,Demon Destroyers,3920
26930,63,67,23,52,75,Mundanifying Mystics,3271
26931,33,24,15,11,30,Wraith Wranglers,1310
26932,27,11,22,10,14,Phantom Pummelers,1933
26933,55,73,79,82,88,Phantom Pummelers,3611
26934,56,41,19,35,34,Entity Eliminators,2406
26935,36,54,70,79,68,Demon Destroyers,4273
26936,61,71,57,75,68,Mundanifying Mystics,2473
26937,22,55,37,13,25,Mundanifying Mystics,4229
26938,71,70,80,83,80,Entity Eliminators,3485
26939,53,34,4,70,37,Entity Eliminators,1333
26940,24,61,56,54,35,Spectre Slayers,3419
26941,35,14,20,11,33,Wraith Wranglers,1603
26942,23,26,20,25,38,Phantom Pummelers,2626
26943,62,35,66,72,88,Phantom Pummelers,3953
26944,32,34,5,10,26,Spectre Slayers,1265
26945,34,13,15,14,32,Demon Destroyers,1820
26946,25,9,19,12,13,Wraith Wranglers,1319
26947,30,35,13,35,33,Phantom Pummelers,1491
26948,52,26,13,35,44,Phantom Pummelers,2014
26949,62,78,73,62,74,Phantom Pummelers,5328
26950,24,19,37,13,16,Entity Eliminators,2290
26951,47,42,45,43,41,Mundanifying Mystics,4422
26952,23,24,13,22,16,Spectre Slayers,1523
26953,52,24,37,28,45,Entity Eliminators,2859
26954,30,15,30,35,40,Entity Eliminators,1955
26955,51,55,41,62,59,Wraith Wranglers,4891
26956,62,87,29,68,65,Spectre Slayers,2626
26957,23,49,19,52,19,Wraith Wranglers,3862
26958,69,68,73,73,63,Mundanifying Mystics,2393
26959,58,63,79,83,75,Mundanifying Mystics,3897
26960,64,25,21,10,40,Wraith Wranglers,1800
26961,38,23,52,21,20,Spectre Slayers,4636
26962,66,90,72,83,68,Wraith Wranglers,7469
26963,67,63,97,61,58,Phantom Pummelers,4436
26964,20,48,18,50,55,Phantom Pummelers,4184
26965,79,78,74,78,72,Phantom Pummelers,5236
26966,25,13,18,43,11,Mundanifying Mystics,3415
26967,81,80,85,65,57,Wraith Wranglers,4549
26968,65,60,82,81,63,Entity Eliminators,4562
26969,54,69,89,75,83,Mundanifying Mystics,3183
26970,25,17,59,80,40,Spectre Slayers,3709
26971,40,78,76,36,75,Mundanifying Mystics,3202
26972,27,12,34,19,41,Demon Destroyers,2504
26973,40,15,22,10,36,Entity Eliminators,2907
26974,71,55,34,70,51,Spectre Slayers,3209
26975,70,51,71,92,72,Demon Destroyers,3054
26976,83,43,71,73,68,Demon Destroyers,3919
26977,69,27,62,29,26,Mundanifying Mystics,3454
26978,24,23,17,41,19,Phantom Pummelers,2700
26979,69,65,59,83,84,Entity Eliminators,5930
26980,27,19,14,22,41,Mundanifying Mystics,3089
26981,42,43,63,79,39,Phantom Pummelers,3450
26982,27,17,4,22,32,Mundanifying Mystics,2531
26983,32,44,5,14,15,Spectre Slayers,1225
26984,41,25,34,46,31,Phantom Pummelers,2746
26985,63,38,21,20,50,Mundanifying Mystics,3174
26986,39,28,35,18,53,Entity Eliminators,1746
26987,63,76,34,75,86,Entity Eliminators,6624
26988,37,19,9,18,24,Spectre Slayers,1641
26989,55,58,63,48,70,Phantom Pummelers,4053
26990,59,71,86,73,63,Wraith Wranglers,4896
26991,52,26,16,57,63,Spectre Slayers,1311
26992,15,9,67,45,28,Phantom Pummelers,2295
26993,29,37,24,27,36,Entity Eliminators,1349
26994,56,68,62,86,84,Entity Eliminators,5270
26995,19,23,32,14,10,Phantom Pummelers,1614
26996,22,10,11,11,39,Mundanifying Mystics,3132
26997,51,67,36,87,58,Mundanifying Mystics,2104
26998,20,22,18,32,27,Mundanifying Mystics,2998
26999,46,56,70,82,49,Mundanifying Mystics,2581
27000,19,35,24,16,54,Demon Destroyers,4048
27001,31,54,87,67,52,Phantom Pummelers,4267
27002,41,37,80,34,72,Mundanifying Mystics,2332
27003,52,31,27,76,21,Demon Destroyers,2548
27004,40,38,19,13,16,Demon Destroyers,1265
27005,40,14,8,27,23,Mundanifying Mystics,3692
27006,34,32,18,10,36,Demon Destroyers,2712
27007,39,50,8,20,36,Mundanifying Mystics,3297
27008,77,70,72,83,75,Mundanifying Mystics,3546
27009,36,12,4,12,11,Demon Destroyers,1575
27010,44,28,78,21,65,Mundanifying Mystics,2917
27011,17,22,13,38,16,Mundanifying Mystics,3469
27012,51,45,74,73,74,Wraith Wranglers,5170
27013,36,31,15,30,18,Phantom Pummelers,2677
27014,48,69,88,82,69,Entity Eliminators,5876
27015,66,71,72,73,81,Demon Destroyers,6029
27016,24,12,33,56,30,Entity Eliminators,1940
27017,43,69,84,82,59,Phantom Pummelers,3837
27018,61,53,67,70,77,Entity Eliminators,5325
27019,37,26,16,45,35,Phantom Pummelers,3528
27020,61,68,73,45,79,Entity Eliminators,3967
27021,22,22,33,25,33,Entity Eliminators,1911
27022,22,17,32,42,29,Phantom Pummelers,1689
27023,59,73,72,68,85,Mundanifying Mystics,2905
27024,40,27,44,46,43,Demon Destroyers,3107
27025,92,64,92,63,88,Demon Destroyers,5531
27026,32,14,68,14,21,Wraith Wranglers,2077
27027,78,74,59,76,70,Mundanifying Mystics,3094
27028,71,37,40,5,39,Demon Destroyers,2904
27029,78,44,61,43,71,Phantom Pummelers,4514
27030,62,68,76,81,52,Demon Destroyers,4028
27031,82,69,70,55,51,Entity Eliminators,4030
27032,61,79,56,77,64,Mundanifying Mystics,2473
27033,20,20,21,14,16,Mundanifying Mystics,3917
27034,6,30,14,40,28,Mundanifying Mystics,3789
27035,60,73,82,78,42,Entity Eliminators,4758
27036,79,81,62,85,74,Demon Destroyers,3520
27037,43,27,28,13,38,Mundanifying Mystics,3656
27038,29,29,58,5,48,Demon Destroyers,2499
27039,45,46,19,77,67,Entity Eliminators,3235
27040,90,55,84,69,83,Phantom Pummelers,3464
27041,28,30,35,14,32,Mundanifying Mystics,3465
27042,46,58,42,15,34,Spectre Slayers,3683
27043,58,79,46,70,78,Mundanifying Mystics,2210
27044,61,74,60,47,81,Entity Eliminators,5288
27045,81,41,42,35,20,Mundanifying Mystics,2206
27046,34,24,14,21,16,Mundanifying Mystics,3055
27047,57,77,59,52,83,Wraith Wranglers,3945
27048,71,54,28,41,19,Mundanifying Mystics,1964
27049,47,51,39,59,68,Phantom Pummelers,4403
27050,33,19,40,19,34,Wraith Wranglers,2524
27051,35,33,38,22,36,Demon Destroyers,2394
27052,58,44,31,85,56,Demon Destroyers,3813
27053,68,59,19,56,46,Phantom Pummelers,2764
27054,60,66,83,53,68,Demon Destroyers,3760
27055,23,14,35,81,73,Spectre Slayers,2625
27056,29,23,46,14,14,Wraith Wranglers,983
27057,74,37,64,27,53,Spectre Slayers,3916
27058,56,68,79,83,71,Wraith Wranglers,5803
27059,22,14,22,53,23,Demon Destroyers,2171
27060,12,50,42,39,21,Demon Destroyers,1822
27061,37,72,2,36,23,Wraith Wranglers,2805
27062,48,73,68,55,43,Mundanifying Mystics,3131
27063,26,26,55,12,12,Entity Eliminators,2712
27064,33,72,53,57,57,Phantom Pummelers,5503
27065,44,30,30,36,13,Mundanifying Mystics,3990
27066,28,36,46,14,52,Spectre Slayers,4794
27067,58,69,79,81,84,Entity Eliminators,3286
27068,81,73,39,26,71,Entity Eliminators,5137
27069,68,29,64,67,61,Entity Eliminators,2621
27070,34,40,27,14,65,Spectre Slayers,3354
27071,43,55,52,80,78,Wraith Wranglers,5829
27072,33,32,25,50,21,Demon Destroyers,2157
27073,31,20,17,24,49,Demon Destroyers,2070
27074,80,78,32,40,56,Phantom Pummelers,3392
27075,53,69,81,74,44,Demon Destroyers,2258
27076,49,78,57,89,69,Mundanifying Mystics,3116
27077,83,51,38,70,60,Mundanifying Mystics,2221
27078,80,55,52,60,37,Demon Destroyers,2908
27079,57,59,68,19,16,Entity Eliminators,2264
27080,33,25,17,18,17,Mundanifying Mystics,3911
27081,40,31,51,76,78,Wraith Wranglers,5126
27082,44,27,46,51,50,Phantom Pummelers,2207
27083,57,78,12,36,19,Phantom Pummelers,3356
27084,39,34,8,14,23,Mundanifying Mystics,3339
27085,43,17,43,44,38,Mundanifying Mystics,4378
27086,53,38,78,81,82,Demon Destroyers,3737
27087,21,19,34,24,23,Mundanifying Mystics,3648
27088,21,24,21,23,37,Mundanifying Mystics,3071
27089,43,26,66,9,32,Entity Eliminators,4334
27090,26,26,67,72,26,Spectre Slayers,5346
27091,28,58,44,65,35,Mundanifying Mystics,4453
27092,35,19,11,21,53,Mundanifying Mystics,3971
27093,80,56,74,90,50,Demon Destroyers,4198
27094,20,28,18,26,18,Phantom Pummelers,1819
27095,36,41,12,19,13,Mundanifying Mystics,2722
27096,10,17,19,14,10,Wraith Wranglers,1777
27097,62,51,43,63,77,Demon Destroyers,4736
27098,31,21,38,49,30,Demon Destroyers,1707
27099,60,68,89,46,79,Entity Eliminators,4316
27100,70,79,41,60,44,Spectre Slayers,4574
27101,16,27,75,74,28,Mundanifying Mystics,3845
27102,71,49,86,94,88,Demon Destroyers,4937
27103,74,78,77,56,66,Entity Eliminators,7250
27104,46,14,29,9,24,Demon Destroyers,1933
27105,68,27,58,82,34,Mundanifying Mystics,2009
27106,67,73,70,81,46,Demon Destroyers,2272
